date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2020-02-28,-5,-11,0.5,5.6,1,1,30,10:52 AM,No moonset,08:21 AM,07:31 PM,-10,-13,-6,-13,29,89,76,0.8,1016,-5,7,295,23
2020-02-29,-2,-7,0.0,11.1,2,2,38,11:17 AM,12:27 AM,08:19 AM,07:32 PM,-9,-10,-5,-10,23,33,71,0.0,1020,-2,10,287,16
2020-03-01,7,-4,0.0,5.6,1,1,44,11:46 AM,01:29 AM,08:18 AM,07:33 PM,-2,-3,1,-3,31,75,78,0.0,1013,7,10,198,19
2020-03-02,5,-2,0.0,10.1,1,1,51,12:19 PM,02:30 AM,08:16 AM,07:34 PM,-0,-1,2,-1,19,54,82,0.0,1007,5,10,290,13
2020-03-03,6,0,0.2,5.6,1,1,58,01:00 PM,03:34 AM,08:14 AM,07:36 PM,-1,-1,2,-1,24,68,79,1.6,1003,6,8,255,17
2020-03-04,3,-5,0.1,8.6,1,1,65,01:49 PM,04:35 AM,08:13 AM,07:37 PM,-3,-4,1,-4,26,49,76,0.6,1012,3,9,292,18
2020-03-05,8,-1,0.6,5.6,1,1,73,02:48 PM,05:33 AM,08:11 AM,07:38 PM,-2,-1,2,-1,25,67,72,1.9,1014,8,9,203,17
2020-03-06,3,-3,0.6,8.6,1,1,80,03:56 PM,06:25 AM,08:09 AM,07:39 PM,-3,-4,1,-4,27,60,78,1.1,1022,3,7,239,20
2020-03-07,8,-3,0.0,11.3,2,2,87,05:11 PM,07:11 AM,08:08 AM,07:41 PM,-6,-2,1,-2,20,10,59,0.0,1031,8,10,207,13
2020-03-08,13,1,0.0,7.2,2,2,95,06:29 PM,07:51 AM,08:06 AM,07:42 PM,-2,3,7,3,37,51,56,0.0,1022,13,10,209,22
2020-03-09,12,8,0.0,5.7,3,3,100,07:49 PM,08:25 AM,08:04 AM,07:43 PM,6,7,10,7,41,73,78,13.0,1017,12,9,214,25
2020-03-10,10,3,0.0,10.1,3,3,100,09:07 PM,08:57 AM,08:03 AM,07:44 PM,1,3,6,3,21,59,74,15.4,1019,10,9,343,16
2020-03-11,8,1,0.0,5.7,2,2,84,10:25 PM,09:27 AM,08:01 AM,07:45 PM,1,2,4,2,10,96,80,0.2,1018,8,10,236,8
2020-03-12,13,1,0.0,8.8,2,2,76,11:42 PM,09:57 AM,07:59 AM,07:47 PM,4,4,7,4,24,55,82,0.8,1009,13,10,172,16
2020-03-13,5,-0,0.0,11.6,2,2,69,No moonrise,10:28 AM,07:57 AM,07:48 PM,-4,-3,3,-3,39,29,62,0.0,1017,5,10,277,29
2020-03-14,6,-1,0.1,11.6,2,2,62,12:57 AM,11:04 AM,07:56 AM,07:49 PM,-5,-1,1,-1,13,59,66,0.2,1034,6,9,341,9
2020-03-15,5,-3,0.2,11.6,2,2,55,02:08 AM,11:44 AM,07:54 AM,07:50 PM,-5,-3,0,-3,18,26,71,0.1,1037,5,10,69,13
2020-03-16,6,-2,0.0,8.8,1,1,47,03:15 AM,12:30 PM,07:52 AM,07:51 PM,-3,-2,1,-2,21,54,71,0.0,1027,6,10,210,15
2020-03-17,5,-0,0.0,11.6,2,2,40,04:15 AM,01:22 PM,07:51 AM,07:52 PM,-4,-1,2,-1,22,31,67,0.0,1024,5,10,288,16
2020-03-18,9,0,0.0,6.0,2,2,33,05:06 AM,02:18 PM,07:49 AM,07:54 PM,-2,2,4,2,15,76,64,0.1,1024,9,10,139,10
2020-03-19,11,1,0.0,8.8,2,2,25,05:50 AM,03:18 PM,07:47 AM,07:55 PM,5,4,7,4,28,59,88,10.1,1015,11,9,136,18
2020-03-20,5,-3,0.1,7.4,1,1,18,06:26 AM,04:19 PM,07:45 AM,07:56 PM,-0,-2,3,-2,32,81,79,4.7,1018,5,9,326,25
2020-03-21,4,-5,0.0,11.6,2,2,11,06:57 AM,05:21 PM,07:44 AM,07:57 PM,-12,-5,-1,-5,13,15,47,0.0,1036,4,10,55,10
2020-03-22,5,-4,0.3,10.2,1,1,4,07:24 AM,06:21 PM,07:42 AM,07:58 PM,-7,-5,-0,-5,20,43,61,0.9,1032,5,9,131,14
2020-03-23,4,-1,2.3,7.5,1,1,0,07:48 AM,07:21 PM,07:40 AM,07:59 PM,-1,-1,1,-1,10,71,90,3.2,1022,4,7,292,7
2020-03-24,8,-2,0.0,10.3,2,2,0,08:11 AM,08:20 PM,07:38 AM,08:00 PM,-1,1,3,1,12,47,80,0.0,1021,8,10,96,8
2020-03-25,12,0,0.0,11.6,3,3,3,08:33 AM,09:20 PM,07:37 AM,08:02 PM,2,4,6,4,16,17,77,0.0,1014,12,10,225,10
2020-03-26,13,6,0.0,6.3,3,3,11,08:56 AM,10:20 PM,07:35 AM,08:03 PM,7,8,9,8,13,87,85,2.0,1011,13,9,221,8
2020-03-27,13,2,0.0,11.6,3,3,18,09:20 AM,11:21 PM,07:33 AM,08:04 PM,3,5,7,5,23,31,76,2.2,1014,13,10,107,15
2020-03-28,12,7,0.0,6.4,2,2,25,09:47 AM,No moonset,07:31 AM,08:05 PM,8,6,9,6,31,100,93,20.8,1007,12,7,94,21
2020-03-29,11,4,0.0,6.4,2,2,32,10:18 AM,12:23 AM,07:30 AM,08:06 PM,6,5,9,5,46,95,85,7.4,1000,11,7,226,31
2020-03-30,6,1,0.1,6.4,1,1,40,10:55 AM,01:25 AM,07:28 AM,08:07 PM,2,-1,4,-1,31,97,86,3.1,1016,6,8,311,22
2020-03-31,6,1,0.0,6.4,1,1,44,11:40 AM,02:26 AM,07:26 AM,08:08 PM,2,1,4,1,16,93,88,0.3,1018,6,9,39,12
2020-04-01,9,4,0.0,6.4,2,2,56,12:33 PM,03:24 AM,07:24 AM,08:10 PM,3,4,5,4,12,85,84,1.3,1018,9,7,137,8
2020-04-02,14,2,0.0,11.6,3,3,64,01:36 PM,04:17 AM,07:22 AM,08:11 PM,2,7,9,7,12,8,71,0.0,1021,14,10,222,8
2020-04-03,16,3,0.0,11.6,4,4,71,02:45 PM,05:04 AM,07:21 AM,08:12 PM,1,8,9,8,15,26,59,0.0,1019,16,10,99,9
2020-04-04,9,3,0.0,6.5,2,2,79,04:00 PM,05:45 AM,07:19 AM,08:13 PM,4,5,7,5,19,71,81,2.7,1018,9,10,284,12
2020-04-05,15,-1,0.0,11.6,3,3,87,05:18 PM,06:20 AM,07:17 AM,08:14 PM,-2,5,7,5,12,6,60,0.0,1023,15,10,139,8
2020-04-06,14,3,0.0,9.0,3,3,94,06:36 PM,06:52 AM,07:16 AM,08:15 PM,1,7,9,7,14,45,60,0.8,1019,14,10,181,9
2020-04-07,20,9,0.0,7.8,3,3,100,07:55 PM,07:22 AM,07:14 AM,08:16 PM,11,13,13,13,19,81,84,9.4,1007,20,8,216,12
2020-04-08,17,9,0.0,10.3,4,4,100,09:14 PM,07:52 AM,07:12 AM,08:18 PM,8,13,14,13,19,47,81,11.4,1004,17,7,273,13
2020-04-09,6,1,0.3,7.8,1,1,83,10:32 PM,08:23 AM,07:10 AM,08:19 PM,-2,-1,4,-1,34,59,66,1.7,1004,6,9,296,25
2020-04-10,5,-1,0.0,7.8,1,1,76,11:49 PM,08:57 AM,07:09 AM,08:20 PM,-4,-2,2,-2,27,61,65,0.2,1013,5,10,303,20
2020-04-11,13,-1,0.0,11.6,3,3,68,No moonrise,09:37 AM,07:07 AM,08:21 PM,0,4,7,4,19,39,66,1.4,1013,13,10,233,13
2020-04-12,15,7,0.0,6.6,3,3,61,01:01 AM,10:21 AM,07:05 AM,08:22 PM,9,9,11,9,22,100,88,6.3,1005,15,7,158,15
2020-04-13,4,-1,0.0,6.6,1,1,53,02:06 AM,11:13 AM,07:04 AM,08:23 PM,0,-1,4,-1,37,86,77,1.8,1004,4,5,290,29
2020-04-14,3,-1,0.0,11.6,2,2,46,03:03 AM,12:09 PM,07:02 AM,08:25 PM,-9,-4,0,-4,26,43,52,0.1,1019,3,10,268,19
2020-04-15,3,-3,0.2,9.1,1,1,38,03:50 AM,01:10 PM,07:00 AM,08:26 PM,-10,-4,-0,-4,19,52,48,0.5,1018,3,9,296,14
2020-04-16,4,-3,0.0,11.6,1,1,30,04:29 AM,02:11 PM,06:59 AM,08:27 PM,-9,-4,0,-4,23,41,49,0.0,1024,4,10,276,16
2020-04-17,5,-1,2.0,6.9,1,1,23,05:01 AM,03:13 PM,06:57 AM,08:28 PM,-2,-1,1,-1,13,91,79,4.4,1019,5,7,96,8
2020-04-18,11,-1,0.0,11.6,3,3,15,05:29 AM,04:14 PM,06:55 AM,08:29 PM,0,2,5,2,32,25,72,0.0,1011,11,10,237,21
2020-04-19,11,3,0.0,9.2,2,2,8,05:54 AM,05:14 PM,06:54 AM,08:30 PM,2,5,8,5,30,46,69,5.4,1008,11,10,320,21
2020-04-20,11,0,0.0,10.4,2,2,0,06:16 AM,06:14 PM,06:52 AM,08:31 PM,0,3,6,3,27,38,66,3.6,1005,11,10,234,19
2020-04-21,4,-1,3.2,10.4,1,1,0,06:38 AM,07:13 PM,06:51 AM,08:33 PM,-7,-4,1,-4,34,46,58,4.3,1010,4,9,300,25
2020-04-22,7,-3,0.0,6.9,1,1,0,07:01 AM,08:13 PM,06:49 AM,08:34 PM,-4,-0,2,-0,13,81,65,1.2,1016,7,10,166,10
